Title,Section,Ingredients,Instruction,Variations,Nutrition Information
Samfaina,Verdures i altres hortalisses,"4 tomàquets

	2 cebes

	2 grans d’all

	2 pebrots vermells

	2 albergínies

	Oli

	Sal","Talleu les verdures a daus petits.

	En una cassola amb oli sofregiu la ceba.

	Després afegiu-hi l’all, el pebrot, els tomàquets i les albergínies per aquest ordre, deixant un temps entre una verdura i l’altra i així acabar-ho de coure tot junt.

	Saleu-ho i deixeu-ho coure lentament i a foc suau fins que estigui ben confitat.","Es pot posar tota la verdura a la vegada.

	S’hi pot afegir pebrot verd, carbassó, etc.

	S’hi pot afegir all i julivert trinxats.

	S’hi poden afegir olives negres.

	Es pot fer sense all.","{'Energia (kcal)': {'Per ració': '149', '%QDO': '7,45%'}, 'Proteïnes (g)': {'Per ració': '6,3', '%QDO': '9,00%'}, 'Greix total (g)': {'Per ració': '14,9', '%QDO': '9,00%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '7,2', '%QDO': '5,52%'}, 'Fibra dietètica (g)': {'Per ració': '1,1', '%QDO': '24,00%'}, 'AGS (g)': {'Per ració': '3,7', '%QDO': '5,50%'}, 'AGM (g)': {'Per ració': '0,94', '%QDO': ''}, 'AGP (g)': {'Per ració': '', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '4,5', '%QDO': '0,00%'}, 'Vitamina C (mg)': {'Per ració': '76,5', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '719', 'QDR': '800'}}"
Bistec a la planxa,Carns,"4 bistecs de vedella.
Sal.
Pebre.
Oli.","Poseu els bistecs sobre la planxa molt calenta i una mica untada amb oli.
Quan estiguin cuits d’un costat gireu-los perquè es coguin de l’altre.
Salpebreu-los a mitja cocció o al final, per no endurir la carn.","En comptes de vedella es pot fer amb bou i amb cavall.
Amb aquest tipus de cocció es poden fer moltes altres peces de carn planes.","{'Vitamina C (mg)': {'Per ració': '76,5', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '719', 'QDR': '800'}}"
Galeres fregides,Peixos i mariscs,"2 kg de galeres.
Oli.
Sal.",Fregiu les galeres en una paella amb oli. Remeneu-les fins que siguin rosses i saleu-les.,,"{'Vitamina C (mg)': {'Per ració': '76,5', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '719', 'QDR': '800'}}"
Amanida verda,Amanides i plats freds,"2 tomàquets d’amanir / 1 enciam

	1 ceba / Olives

	Sal / Oli / Vinagre","Netegeu bé totes les verdures i talleu-les.

	Amaniu-les amb sal, oli i vinagre.

	Poseu-hi per sobre les olives.
Altres noms

	Amanit",,"{'Agua (g)': {'Per una ració': '181', '%QDO': ''}, 'Energía (kcal)': {'Per una ració': '148', '%QDO': '7,40%'}, 'Proteínas (g)': {'Per una ració': '2,1', '%QDO': '4,20%'}, 'Grasa total (g)': {'Per una ració': '12,3', '%QDO': '17,57%'}, 'Hidratos de carbono totales (g)': {'Per una ració': '5,4', '%QDO': '2%'}, 'Fibra dietética (g)': {'Per una ració': '3,2', '%QDO': '10,67%'}, 'Grasa saturada (AGS) (g)': {'Per una ració': '1,9', '%QDO': '9,50%'}, 'Grasa monoinsaturada (AGM) (g)': {'Per una ració': '8,2', '%QDO': ''}, 'Grasa poliinsaturada (AGP) (g)': {'Per una ració': '1,4', '%QDO': ''}, 'Colesterol (mg)': {'Per una ració': '0', '%QDO': '0%'}, 'Vitamina C (mg)': {'Per una ració': '30,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per una ració': '297', 'QDR': '800'}}"
Freixura,Carns,"2 freixures de xai amb el cor.
1 ceba.
1 tomàquet madur.
2 alls sencers.
1 got de vi ranci.
1 tros de pell de taronja seca.
Llorer.
Orenga.
Canyella.
Oli.
Sal.","Talleu les freixures i el cor a daus, saleu-ho i poseu-ho en una cassola amb oli.
Afegiu-hi la ceba, els tomàquets, els alls, les herbes, la pell de taronja i el vi ranci.
Tapeu la cassola i deixeu-ho estofar a foc lent, sacsejant de tant en tant la cassola perquè no s’enganxi.
Si fa falta afegiu-hi aigua o brou de carn mentre dura la cocció.","Es pot fer primer un sofregit amb la ceba, els tomàquets i els alls i afegir-hi les freixures amb una mica d’aigua.
S’hi pot afegir patates i una picada.","{'Vitamina C (mg)': {'Per una ració': '30,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per una ració': '297', 'QDR': '800'}}"
Estofat d'isard,Carns,"1 kg d'isard tallat a trossos.
2 cebes tallades a trossos grans.
2 pastanagues a rodanxes.
1 branca d’api tallada a trossos.
2 porros tallats a rodanxes grans.
Llorer.
1 cabeça d’alls.
1 all.
Julivert.
Vi negre.
Sal.
Pebre.
Timó.
Romaní.
Oli.
Aigua.","Poseu l'isard a marinar 24 hores amb el vi negre, les verdures i les herbes.
Afegiu-hi aigua, saleu-lo i deixeu-ho coure fins que la carn sigui tova.","Es pot fregir la carn i les verdures abans de posar-les a coure.
Hi ha qui posa vi ranci a la maceració.
Es pot marinar amb vi blanc.
Hi ha qui ho marina amb vi negre i llet.
Es pot acompanyar de castanyes, patates, bolets (civet d'isard amb llenegues), etc.
Es pot acompanyar de fruites fresques, com ara poma, i de fruites seques, com ara prunes, pinyons.
A mitja cocció es pot afegir un sofregit abundant de ceba i cansalada.
S’hi pot afegir una picada (ametlles, xocolata, alls, julivert, galetes, etc.).
S’hi pot afegir ginebró.
S’hi pot afegir pebre roig.
Es pot fer també amb porc senglar (civet de porc senglar o estofat de porc senglar).
Es pot fer amb cérvol (civet de cérvol o estofat de cérvol).
Es pot fer amb cabra hispànica (civet de cabra hispànica).","{'Vitamina C (mg)': {'Per una ració': '30,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per una ració': '297', 'QDR': '800'}}"
Capipota,Carns,"2 potes de vedella.
500 g de cap de vedella cuit.
2 cebes.
4 tomàquets.
Llorer.
Oli
Sal.
Pebre.
Aigua.
Per fer la picada:
2 grans d’all.
Julivert.
15 g de pinyons.
1 copa de vi ranci.","Bulliu les potes de vedella amb aigua, ceba, llorer i sal.
Escorreu-les i deixeu-les refredar parcialment, desosseu-les i talleu-les a trossos no gaire grans.
En una cassola sofregiu les cebes i els tomàquets amb una mica d’oli.
Afegiu-hi el cap tallat a daus, les potes i una mica d’aigua o brou de la cocció de les potes.
Afegiu-hi la picada deixatada amb el vi ranci i deixeu-ho coure tot junt una estona. 
Poseu-ho a punt de sal i pebre.","S’hi pot afegir tripa de vedella.
Es pot fer amb samfaina en lloc del sofregit.
S’hi poden afegir cigrons bullits al mateix moment que la picada i una mica de brou de la cocció dels cigrons.
S’hi poden afegir carreretes.","{'Vitamina C (mg)': {'Per una ració': '30,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per una ració': '297', 'QDR': '800'}}"
Coca enramada,,,Vegeu Coca de recapte,,"{'Agua (g)': {'Per una ració': '418', '%QDO': ''}, 'Energía (kcal)': {'Per una ració': '559', '%QDO': '27,95%'}, 'Proteínas (g)': {'Per una ració': '16,3', '%QDO': '32,60%'}, 'Grasa total (g)': {'Per una ració': '12,9', '%QDO': '18,43%'}, 'Hidratos de carbono totales (g)': {'Per una ració': '88,3', '%QDO': '32,70%'}, 'Fibra dietética (g)': {'Per una ració': '12,4', '%QDO': '41,33%'}, 'Grasa saturada (AGS) (g)': {'Per una ració': '2,1', '%QDO': '10,50%'}, 'Grasa monoinsaturada (AGM) (g)': {'Per una ració': '7,3', '%QDO': ''}, 'Grasa poliinsaturada (AGP) (g)': {'Per una ració': '2,1', '%QDO': ''}, 'Colesterol (mg)': {'Per una ració': '0', '%QDO': '0%'}, 'Vitamina C (mg)': {'Per una ració': '95', 'QDR': '60'}, 'Vitamina A (µg)': {'Per una ració': '769', 'QDR': '800'}, 'Niacina (mg)': {'Per una ració': '8,72', 'QDR': '18'}, 'Fòsfor (mg)': {'Per una ració': '224', 'QDR': '800'}, 'Magnesi (mg)': {'Per una ració': '77,6', 'QDR': '300'}}"
Pa amb vi i sucre,Postres i dolços,"4 llesques de pa de pagès

	Vi negre

	Sucre","Xopeu les llesques de pa amb vi negre.

	Espolseu-hi sucre per sobre.","Es pot fer també amb vi blanc en comptes de negre.

	S’hi pot espolsar sucre morè.","{'Aigua (g)': {'Per una ració': '23,7', '%QDO': ''}, 'Energia (kcal)': {'Per una ració': '167', '%QDO': '8,4%'}, 'Proteïnes (g)': {'Per una ració': '5,1', '%QDO': '10,2%'}, 'Greix\xa0total (g)': {'Per una ració': '0,96', '%QDO': '1,4%'}, 'Hidrats de carboni\xa0totals (g)': {'Per una ració': '32,9', '%QDO': '12,2%'}, 'Fibra dietètica (g)': {'Per una ració': '2,1', '%QDO': '7%'}, 'Greix\xa0saturat\xa0(AGS) (g)': {'Per una ració': '0,23', '%QDO': '1,2%'}, 'Greix\xa0monoinsaturat\xa0(AGM) (g)': {'Per una ració': '0,17', '%QDO': ''}, 'Greix\xa0poliinsaturat(AGP) (g)': {'Per una ració': '0,2', '%QDO': ''}, 'Colesterol (mg)': {'Per una ració': '0', '%QDO': '0%'}, '': {'Per una ració': '', 'QDR': ''}}"
Coca de iogurt,Postres i dolços,"220 g de sucre

	180 g de farina

	3 ous / 1 iogurt

	1 sobre de llevat en pols

	1 pell de llimona ratllada

	Un raig d’anís

	Oli","Feu una pasta amb la farina, els ous, el sucre, el llevat, el iogurt i l’oli.

	Remeneu-ho bé, afegiu-hi la pell de llimona i l’anís, i continueu-ho treballant fins a aconseguir una pasta homogènia.

	Poseu-ho en una plata untada amb oli al forn a 170º, prèviament escalfat, fins que estigui cuita.","Es poden afegir pinyons a la pasta o posar-ne per sobre abans de coure-la al forn.

	En lloc de iogurt es pot fer amb recuit.","{'Agua (g)': {'Per mitja ració': '70,4', '%QDO': ''}, 'Energía (kcal)': {'Per mitja ració': '255', '%QDO': '12,75'}, 'Proteínas (g)': {'Per mitja ració': '6', '%QDO': '12'}, 'Grasa total (g)': {'Per mitja ració': '5,65', '%QDO': '8,07'}, 'Hidratos de carbono totales (g)': {'Per mitja ració': '44,75', '%QDO': '16,57'}, 'Fibra dietética (g)': {'Per mitja ració': '1', '%QDO': '3,33'}, 'Grasa saturada (AGS) (g)': {'Per mitja ració': '1,35', '%QDO': '6,75'}, 'Grasa monoinsaturada (AGM) (g)': {'Per mitja ració': '2,9', '%QDO': ''}, 'Grasa poliinsaturada (AGP) (g)': {'Per mitja ració': '0,75', '%QDO': ''}, 'Colesterol (mg)': {'Per mitja ració': '82', '%QDO': '27,33'}, 'Vitamina B12 (µg)': {'Per una ració': '0,736', 'QDR': '1'}}"
Ànec amb figues,Carns,,"Vegeu Ànec rostit amb peres

	Es fa com l’ànec rostit amb peres, però amb figues en lloc de peres, tenint en compte que la quantitat de figues dependrà de si són fresques o seques i del vostre gust.

	Si ho feu amb figues fresques, enfarineu-les, fregiu-les i afegiu-les a la cassola de l’ànec 5 minuts abans d’acabar la cocció.

	Si ho feu amb figues seques, remulleu-les amb aigua freda unes 2 hores i afegiu-les a la cassola uns 15 minuts abans d’acabar la cocció.",,"{'Energia (kcal)': {'Per ració': '786,', '%QDO': '39,30%'}, 'Proteïnes (g)': {'Per ració': '41,2', '%QDO': '82,40%'}, 'Greix total (g)': {'Per ració': '49,2', '%QDO': '70,29%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '31,7', '%QDO': '11,74%'}, 'Fibra dietètica (g)': {'Per ració': '8,6', '%QDO': '28,67%'}, 'AGS (g)': {'Per ració': '14,1', '%QDO': '70,50%'}, 'AGM (g)': {'Per ració': '26', '%QDO': ''}, 'AGP (g)': {'Per ració': '6,6', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '155', '%QDO': '51,67%'}, 'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Clotxa,Peixos i mariscs,"2 pans de pagès de ½ kg.
8 tomàquets de penjar.
2 cebes.
2 cabeces d’alls.
4 arengades.
Oli.","Talleu els pans per la meitat i buideu-ne la molla, que reservareu.
Mentrestant escaliveu les cebes, els alls i els tomàquets.
Poseu l’arengada a la brasa.
Esmolleu tot el que heu escalivat sense pells, llavors ni espines i farciu-ne el pa.
Amaniu-ho amb un bon raig d’oli que impregni bé tot el pa i el tapeu amb la molla.","Es pot menjar amb olives cendroses.
Es pot menjar amb raïm.","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Arròs de perdiu,"Pastes, arrossos i altres cereals","400 g d’arròs.
1 perdiu trossejada.
1 ceba trinxada.
2 grans d’all picats.
1 pebrot verd a tires.
2 tomàquets ratllats.
1 cullerada de pebre vermell.
Oli.
Sal.
2 l d’aigua","En una cassola amb un bon raig d’oli, fregiu la perdiu salada i reserveu-la.
En el mateix oli feu un sofregit amb la ceba, els alls, el pebrot i els tomàquets.
Afegiu-hi la perdiu i el pebre vermell, i ràpidament cobriu-ho amb l’aigua.
Deixeu-ho bullir fins que els trossos de perdiu s’hagin entendrit.
Procureu que quedi 1 litre de caldo a la cassola i, sense que pari de bullir, hi tireu l’arròs.
Feu-ho coure uns 18 minuts, els primers 5 minuts a foc fort i després a foc moderat.","S’hi pot afegir allioli negat per sobre.
Es pot fer amb colomins en comptes de perdiu (vegeu arròs de colomí).","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Bull de tonyina amb cargols,Peixos i mariscs,"500 g de bull de tonyina sec i gruixut.
400 g de patates esbocinades.
200 g de mongetes cuites (vegeu mongetes bullides).
100 cargols cuits (vegeu cargols a la cassola).
5 cl. d’oli. 
Aigua.
Sal. 
1 bitxo o cirereta.
Per la picada:
50 g d’ametlles torrades i pelades.
4 grans d’all.
La polpa de 6 nyores.","Deixeu el bull en remull a la nevera tota una nit.
Fregueu-lo a consciencia amb un raspall fort,renteu-lo i talleu-lo a trossets de 2 x 1 cm.
Escaldeu el bull amb aigua bullent uns 5 minuts, escorreu-lo i fregueu-lo fort amb les mans a raig d’aixeta; repetiu l’operació fins que l’aigua d’escaldar el bull surti clara i neta.
Poseu una olla al foc amb l’oli i quan sigui roent hi aboqueu la picada deixatada amb una mica més d’oli.
Sofregiu la picada durant un parell de minuts, remenant perquè no es cremi.
Mulleu-ho amb aigua i quan arrenqui el bull hi poseu els trossos de bull; tapeu i deixeu coure fins que el bull sigui tendre.
Afegiu-hi les patates, una mica de sal, la cirereta i els cargols.
Quan quedi poc perquè les patates siguin cuites, poseu-hi les mongetes i remeneu  sacsejant l’olla. 
Rectifiqueu de sal i picant.
Ha de quedar una salsa bastant lligada.","Es pot fer també amb conill trossejat i menys bull.
Es pot fer sense cargols.","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Calamars farcits,Peixos i mariscs,"8 calamars mitjans.
500 g de carn de porc picada.
3 cebes trinxades.
3 tomàquets ratllats.
1 ou dur.
Un raig de vi blanc.
Farina.
Sal.
Oli.
Aigua.
Per fer la picada:
2 grans d’all.
Julivert.
Un grapadet d’ametlles.","Sofregiu una de les cebes en una cassola amb oli, afegiu-hi la carn picada, les potes i les aletes dels calamars picades i remeneu mentre es va coent.
Al final de la cocció, poseu-hi l’ou dur trinxat.
Farciu els calamars amb aquesta barreja i tanqueu-los amb un escuradents.
Enfarineu-los, fregiu-los fins que enrosseixin i retireu-los.
En el mateix oli feu un sofregit amb les altres cebes i els tomàquets, tireu-hi el vi, deixeu-lo reduir, poseu-hi els calamars i mulleu-ho amb aigua.
Deixeu que coguin a foc suau i quan estiguin tous afegiu-hi la picada i deixeu-los coure una estona més.","Es poden farcir els calamars amb la carn crua.
Es poden farcir nomes amb les potes i les aletes del calamar.
El farcit és pot espessir amb molla de pa remullada amb llet.
Es poden afegir rovellons o una altra mena de bolets en el farciment.
En lloc de vi blanc s’hi pot posar vi ranci.
En comptes d’aigua es pot fer servir brou de peix.
Es poden acompanyar de bolets saltats amb all i julivert.
Es poden acompanyar de verdures.","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Els quatre grans,"Pastes, arrossos i altres cereals",,Vegeu Arròs a banda,,"{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
Brou de carn,"Sopes, escudelles, brous, farientes i cremes","Ossos de vedella

	Pollastre o gallina

	Vedella / Cebes

	Pastanagues

	Branca d’api / Nap

	Porros / Aigua / Sal / Aigua","Poseu una olla al foc amb les carns cobertes d’aigua freda.

	Quan arrenqui el bull, abaixeu el foc i desgreixeu el brou.

	Al cap d’una hora aproximadament, afegiu-hi les verdures i deixeu-ho bullir una hora més.

	Coleu-ho i deixeu-ho refredar.","S’hi poden posar ossos de porc i de xai.

	S’hi poden posar altres tipus de verdures.","{'Ferro (mg)': {'Per ració': '7', 'QDR': '14'}, 'Magnesi (mg)': {'Per ració': '98,6', 'QDR': '300'}, 'Zinc (mg)': {'Per ració': '4,7', 'QDR': '15'}, 'Fòsfor (mg)': {'Per ració': '517', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,624', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '13,6', 'QDR': '18'}, 'Vitamina B6 (mg)': {'Per ració': '0,8', 'QDR': '2'}, 'Vitamina B12 (µg)': {'Per ració': '2,88', 'QDR': '1'}, 'Vitamina C (mg)': {'Per ració': '21,7', 'QDR': '60'}, 'Vitamina A (µg)': {'Per ració': '754', 'QDR': '800'}, 'Vitamina E (µg)': {'Per ració': '6,3', 'QDR': '10'}}"
